1,7373.632763922099,1041.4190826363417,1312.1503643819792,956.0563382741955,911.194,911.194
2,12977.952298729779,2620.482793250549,3343.662875748674,3311.805141763503,893.232,893.232
3,8636.589111329951,1562.1551132203408,1803.2497120679268,1277.3931727460774,911.194,911.194
4,13022.601410973773,2859.3366474400914,4433.035383402429,2491.186613059129,895.175,895.175
5,15236.021175477088,3235.485656443378,3319.310468342825,3163.956851589593,913.258,913.258
6,19476.844121633534,4798.691460122323,9864.480805901434,7441.75406380862,1071.0,1071.0
7,15546.48341033112,3132.943277933771,7636.523316232582,4960.821660279651,1097.122,1097.122
8,14579.530261993075,2724.1438780765443,4348.255168798113,2926.0515778740146,976.947,976.947
9,9200.029362128555,1122.9750630331887,2503.149300439619,313.31181881868423,975.797,313.31181881868423
10,12698.229544871328,1518.2536439595883,2449.9233985106525,200.34532213785195,955.12,200.34532213785195
11,17947.807119246252,2722.85972164865,9552.68261027358,1734.347649533601,935.3,935.3
12,20646.188523788605,4183.854501788318,9135.027301064105,3097.5023891398046,975.797,975.797
13,17061.63224757347,3339.318577480027,8046.797179532058,1758.1346158359233,997.386,997.386
14,13408.21291508611,2538.0508453911702,5017.060750797281,687.7836373245682,998.614,687.7836373245682
15,15749.084606724075,3302.784990257817,6290.3619405011905,1444.2335885530758,976.947,976.947
16,13184.204762430114,1987.8456790552973,3740.3765928782614,469.0806534164355,976.947,469.0806534164355
17,12168.036641700412,1677.6483622369396,2974.834879388153,258.90025148121896,955.12,258.90025148121896
